HS Code,Item (Arabic),Duty Rate (%)
61046300000,بنطلونات من جميع الأنواع مصنرة أو كروشيه للنساء أو البنات من ألياف تركيبية,5
61046900000,بنطلونات من جميع الأنواع مصنرة أو كروشيه للنساء أو البنات من مواد نسجية أخر,5
61051000000,قمصان للرجال أو الصبية مصنرة أو كروشيه من قطن,5
61052000000,قمصان للرجال أو الصبية مصنرة أو كروشيه من ألياف تركيبية أو صناعية,5
61059000000,"قمصان للرجال أو الصبية, مصنرة أو كروشيه من مواد نسجية أخر",5
61061000000,بلوزات و قمصان و بلوزات بشكل قمصان مصنرة أو كروشيه للنساء أو البنات من قطن,5
61062000000,بلوزات و قمصان و بلوزات بشكل قمصان مصدرة أو كروشيه للنساء أو .. من ألياف تركيبية أو صناعية,5
61069000000,بلوزات و قمصان و بلوزات بشكل قمصان مصنرة أو كروشيه للنساء أو البنات من مواد نسجية أخر,5
61071100000,كلسونات وسراويل داخلية أخر مصنرة أو كروشيه للرجال أو الصبية من قطن,5
61071200000,كلسونات وسراويل داخلية أخر مصنرة أو كروشيه للرجال أو الصبية من ألياف تركيبية أو صناعية,5
61071900000,كلسونات وسراويل داخلية أخر مصنرة أو كروشيه للرجال أو الصبية من مواد نسجية أخر,5
61072100000,قمصان نوم وبيجامات مصنرة أو كروشيه للرجال أو الصبية من قطن,5
61072200000,قمصان نوم وبيجامات مصنرة أو كروشيه للرجال أو الصبية من ألياف تركيبية أو صناعية,5
61072900000,"قمصان نوم وبيجامات, مصنرة أو كروشيه للرجال أو الصبية من مواد نسجية أخر",5
61079100000,برانس حمام وأرواب دي شامبر .. مماثلة مصرة أو كروشيه للرجال أو الصبية من قطن,5
61079900000,"برانس حمام وأرواب دي شامبر .. مماثلة, مصنرة أو كروشيه للرجال أو الصبية من مواد نسجية أخر",5
61081100000,"قمصان داخلية وجوبونات وتنانير داخلية أخر, مصنرة أو كروشيه للنساء .. من ألياف تركيبية أو صناعية",5
61081900000,قمصان داخلية وجوبونات وتنانير داخلية أخر مصنرة أو كروشيه للنساء ... من مواد نسجية أخر,5
61082100000,"سراويل داخلية, مصنرة أو كروشيه للنساء أو البنات, من قطن",5
61082200000,"سراويل داخلية مصنرة أو كروشيه للنساء أو البنات, من ألياف تركيبية أو صناعية",5
61082900000,سراويل داخلية مصنرة أو كروشيه للنساء أو البنات من مواد نسجية أخر,5
61083100000,"قمصان نوم وبيجامات, مصنرة أو كروشيه للنساء أو البنات من قطن",5
61083200000,"قمصان نوم و بيجامات, مصنرة أو كروشيه للنساء أو البنات من ألياف تركيبية أو صناعية",5
61083900000,"قمصان نوم وبيجامات, مصنرة أو كروشيه للنساء أو البنات من مواد نسجية أخر",5
61089100000,"ألبسة منزلية فضفاضة وبرانس حمام وأرواب دي شامبر .. مماثلة, مصنرة أو كروشيه للنساء أو البنات من قط",5
61089200000,ألبسة منزلية فضفاضة وبرانس حمام .. مماثلة مصنرة أو كروشيه للنساء أو ... من ألياف تركيبية أو صناعية,5
61089900000,ألبسة منزلية فضفاضة وبرانس حمام .. مماثلة مصرة أو كروشيه للنساء أو البنات من مواد نسجية (غ. م.ك),5
61091000000,"قمصان وقمصان داخلية وصدرات أخر, مصنرة أو كروشيه من قطن",5
61099000000,قمصان و قمصان داخلية وصدرات أخر مصنرة أو كروشيه من مواد نسجية (غ. م.ك),5
61101100000,بلوزات و كنزات منوعة وأصناف مماثلة مصنرة أو كروشيه من صوف,5
61101200000,بلوزات و كنزات منوعة وأصناف مماثلة مصرة أو كروشيه من ماعز كشمير,5
61101900000,بلوزات و كنزات منوعة وأصناف مماثلة مصنرة أو كروشيه من صوف أو وبر ناعم (غ.م.ك),5
61102000000,بلوزات و كنزات منوعة وأصناف مماثلة مصنرة أو كروشيه من قطن,5
61103000000,بلوزات و كنزات منوعة وأصناف مماثلة مصنرة أو كروشيه من ألياف نسجية تركيبية أو صناعية,5
61109000000,بلوزات و كنزات منوعة وأصناف مماثلة مصنرة أو كروشيه من مواد نسجية آخر,5
61112000000,ألبسة وتوابع ألبسة الصغار الأطفال مصنرة أو كروشيه من قطن,5
61113000000,ألبسة وتوابع البسة الصغار الأطفال مصنرة أو كروشيه من ألياف تركيبية,5
61119000000,ألبسة وتوابع ألبسة الصغار الأطفال مصنرة أو كروشيه من مواد نسجية أخر. (غ.م.ك),5
61121100000,أردية (أطقم للرياضة مصنرة أو من قطن,5
61121200000,"أردية (أطقم) للرياضة, مصنرة أو كروشيه من ألياف تركيبية",5
61121900000,"أردية (أطقم) للرياضة, مصنرة أو كروشيه من ألياف نسجية (غ. م.ك)",5
61122000000,"أردية (أطقم) للتزلج, مصنرة أو كروشيه",5
61123100000,ألبسة سباحة للرجال أو الصبية مصنرة أو كروشيه من ألياف تركيبية,5
61123900000,"ألبسة سباحة للرجال أو الصبية, مصنرة أو كروشيه من مواد نسجية أخر",5
61124100000,"ألبسة سباحة للنساء أو البنات, مصنرة أو كروشيه من ألياف تركيبية",5
61124900000,"ألبسة سباحة للنساء أو البنات, مصنرة أو كروشيه من مواد نسجية أخر",5
61130000000,"ألبسة مصنوعة من الأقمشة المصنرة أو الكروشيه, الداخلة في البنود 5906 أو 5903 أو 5907",5
61142000000,ألبسة أخر مصنرة أو كروشيه من قطن (غ. م.ك),5
61143000000,ألبسة أخر مصنرة أو كروشيه من ألياف تركيبية أو صناعية (غ. م.ك),5
61149000000,"ألبسة أخر, مصنرة أو كروشيه من مواد نسجية أخرى (غ.م.ك)",5
61151000000,جوارب نسائية بسراويل مصنرة .... جوارب مدرجة الضغط (مثل جوارب تمدد الأوردة,5
61152100000,"جوارب نسائية بسراويل, مصنرة أو .. ألياف تركيبية مقاس خيطها المفرد ديسيتكس67",5
61152200000,"جوارب نسائية بسراويل, مصنرة أو كروشيه من الياف تركيبية مقاس خيطها المفرد > 67 ديسيتكس",5
61152900000,"جوارب نسائية بسراويل, مصنرة أو كروشيه من مواد نسيجية أخر",5
61153000000,جوارب نسائية طويلة أو نصفية مصدرة أو كروشيه مقاس خيطها المفرد 67 ديسيتكس,5
61159400000,"جوارب طويلة أو قصيرة الساق.. الأقدام, مصنرة أو كروشيه من صوف أو وبر ناعم",5
61159500000,"جوارب طويلة أو قصيرة الساق.. الأقدام, مصنرة أو كروشيه من قطن",5
61159600000,"جوارب طويلة أو قصيرة الساق.. الأقدام, مصنرة أو كروشيه من ألياف تركيبية",5
61159900000,"جوارب طويلة أو قصيرة الساق.. الأقدام, مصنرة أو كروشيه من مواد نسجية أخر",15
61161000000,قفازات مصنرة أو كروشيه مشربة أو مطلية أو مغطاة بلدائن أو مطاط,5
61169100000,قفازات مصنرة أو كروشيه من صوف أو وبر ناعم,5
61169200000,قفازات مصنرة أو كروشيه من قطن,5
61169300000,قفازات مصنرة أو كروشيه من ألياف تركيبية,5
61169900000,قفازات مصنرة أو كروشيه من مواد نسجية أخر,5
61171000000,شالات وأوشحة ولفات عنق و مناديل رأس وأخمرة وبراقع وأصناف مماثلة مصنرة أو كروشيه,5
61178010000,أربطة عنق وأربطة عنق بشكل فراشة وأربطة عنق بشكل مناديل مصنرة أو كروشيه,5
61178090000,"توابع آخر جاهزة للألبسة مصنرة أو كروشيه, (ع.م.ك)",5
61179000000,أجزاء :-,0
62011300000,معاطف وأقبية وعباءات.. وأصناف مماثلة غير مصنرة أو كروشيه للرجال أو .. عدا اصناف 6203 من ألياف تركيبية أو صناعية,5
62012000000,"معاطف ، أقبية، معاطف بدون أكمام، عباءات ، انوراكات، سترات.. ، للرجال أو الصبية، عدا الأصناف الداخلة في البند 62.03 ، من صوف أو من وبر ناعم",5
62013000000,"معاطف، أقبية ، معاطف بدون أكمام ، عباءات ، انوراكات ، سترات.. ، للرجال أو الصبية ، عدا الأصناف الداخلة في البند 62.03 ، من قطن",5
62014000000,"معاطف ، أقبية ، معاطف بدون أكمام ، عباءات ، انوراكات ، سترات.. ، للرجال أو الصبية، عدا الأصناف الداخلة في البند 62.03 من ألياف تركيبية أو إصطناعية",5
62019000000,"معاطف، أقبية ، معاطف بدون أكمام ، عباءات ، انوراكات، سترات... للرجال أو الصبية، عدا الأصناف الداخلة في البند 62.03 من مواد نسجية أخر",5
62021100000,معاطف وأقبية وعباءات .. وأصناف مماثلة غير مصنرة أو كروشيه للنساء أو ... عدا اصناف 6204 من صوف أو وبر ناعم,5
62021200000,"معاطف وأقبية وعباءات .. وأصناف مماثلة غير مصنرة أو كروشيه للنساء أو ... عدا اصناف , 6204من قطن",5
